electric_grid_name,line_name,line_type,node_1_name,node_2_name,is_phase_1_connected,is_phase_2_connected,is_phase_3_connected,length
singapore_geylang,354,singapore_line_type_1,233,189,1,0,0,0.894824473053357
singapore_geylang,355,singapore_line_type_1,189,75,1,0,0,0.14257666283609868
singapore_geylang,356,singapore_line_type_1,75,175,1,0,0,0.07020969748099666
singapore_geylang,357,singapore_line_type_1,175,178,1,0,0,0.2071685579774754
singapore_geylang,358,singapore_line_type_1,178,85,1,0,0,0.27325776549900804
singapore_geylang,359,singapore_line_type_3,4,234,1,0,0,0.5628790786270512
singapore_geylang,360,singapore_line_type_1,234,231,1,0,0,0.10716858097662937
singapore_geylang,361,singapore_line_type_1,231,232,1,0,0,0.15530737302575373
singapore_geylang,362,singapore_line_type_1,232,257,1,0,0,0.17340413519364561
singapore_geylang,363,singapore_line_type_1,257,283,1,0,0,0.7457136961078136
singapore_geylang,364,singapore_line_type_1,283,285,1,0,0,0.10720977870332235
singapore_geylang,365,singapore_line_type_1,285,86,1,0,0,0.09685120550441373
singapore_geylang,366,singapore_line_type_3,4,253,1,0,0,0.7546380822475683
singapore_geylang,367,singapore_line_type_1,253,205,1,0,0,0.2958299992234952
singapore_geylang,368,singapore_line_type_3,205,236,1,0,0,0.011395664704079305
singapore_geylang,369,singapore_line_type_1,4,259,1,0,0,0.30173186642525546
singapore_geylang,370,singapore_line_type_1,259,235,1,0,0,0.35075896939829304
singapore_geylang,371,singapore_line_type_1,235,229,1,0,0,0.20769852317967274
singapore_geylang,372,singapore_line_type_1,229,228,1,0,0,0.19017520055520168
singapore_geylang,373,singapore_line_type_1,228,258,1,0,0,0.14052380831188424
singapore_geylang,374,singapore_line_type_1,258,227,1,0,0,0.12662231043591649
singapore_geylang,375,singapore_line_type_1,227,255,1,0,0,0.3645224644798157
singapore_geylang,376,singapore_line_type_1,255,83,1,0,0,0.2226662881409242
singapore_geylang,377,singapore_line_type_3,229,230,1,0,0,0.099355437514745
singapore_geylang,378,singapore_line_type_3,230,252,1,0,0,0.11762035439287795
singapore_geylang,379,singapore_line_type_3,83,282,1,0,0,0.177700509332629
singapore_geylang,380,singapore_line_type_1,4,260,1,0,0,0.44206839553173916
singapore_geylang,381,singapore_line_type_1,260,237,1,0,0,0.20714945132439705
singapore_geylang,382,singapore_line_type_1,237,176,1,0,0,0.672450704452546
singapore_geylang,383,singapore_line_type_1,176,190,1,0,0,0.12753840664863797
singapore_geylang,384,singapore_line_type_1,190,270,1,0,0,0.29375603686436336
singapore_geylang,385,singapore_line_type_3,237,238,1,0,0,0.1835878496793301
singapore_geylang,386,singapore_line_type_3,238,271,1,0,0,0.051451900536803076
singapore_geylang,387,singapore_line_type_3,260,239,1,0,0,0.17679177060348783
