1,5.488259
2,5.381615
3,5.274970
4,5.220898
5,5.166826
6,5.104809
7,5.042792
8,4.907909
9,4.773026
10,4.635182
11,4.497338
12,4.676452
13,4.855566
14,4.893532
15,4.931497
16,5.791350
17,6.651202
18,7.362538
19,8.073874
20,8.098554
21,8.123235
22,8.146022
23,8.168810
24,7.912266
25,7.655722
26,7.915107
27,8.174493
28,8.203260
29,8.232027
30,8.238557
31,8.245087
32,8.125752
33,8.006417
34,7.531205
35,7.055994
36,6.530174
37,6.004354
38,5.967192
39,5.930030
40,5.886103
41,5.842176
42,5.902615
43,5.963054
44,5.820530
45,5.678005
46,5.522197
47,5.366388
48,5.309113
49,5.251838
50,5.156408
51,5.060978
52,5.015819
53,4.970659
54,4.916506
55,4.862352
56,4.721646
57,4.580940
58,4.432205
59,4.283471
60,4.466278
61,4.649085
62,4.716309
63,4.783534
64,5.627571
65,6.471608
66,7.162003
67,7.852398
68,7.949613
69,8.046827
70,8.105810
71,8.164792
72,7.942824
73,7.720856
74,7.987653
75,8.254450
76,8.292609
77,8.330769
78,8.347541
79,8.364313
80,8.224549
81,8.084785
82,7.612439
83,7.140092
84,6.630977
85,6.121862
86,6.109790
87,6.097717
88,6.069730
89,6.041743
90,6.112088
91,6.182434
92,6.044419
93,5.906404
94,5.749345
95,5.592285
96,5.542151
97,5.492017
98,5.393852
99,5.295686
100,5.246548
101,5.197410
102,5.143676
103,5.089942
104,4.943617
105,4.797293
106,4.655774
107,4.514256
108,4.689325
109,4.864394
110,4.884878
111,4.905363
112,5.713008
113,6.520653
114,7.173130
115,7.825607
116,7.840157
117,7.854707
118,7.890122
119,7.925538
120,7.662787
121,7.400036
122,7.678987
123,7.957939
124,7.976099
125,7.994260
126,8.012163
127,8.030066
128,7.897470
129,7.764873
130,7.290081
131,6.815289
132,6.349581
133,5.883873
134,5.849667
135,5.815462
136,5.770952
137,5.726443
138,5.786645
139,5.846846
140,5.698197
141,5.549548
142,5.394918
143,5.240288
144,5.190742
145,5.141195
146,5.057921
147,4.974648
148,4.936170
149,4.897693
150,4.850244
151,4.802794
152,4.669791
153,4.536787
154,4.396214
155,4.255641
156,4.433359
157,4.611077
158,4.668377
159,4.725678
160,5.549859
161,6.374040
162,7.044823
163,7.715605
164,7.817422
165,7.919238
166,7.892037
167,7.864836
168,7.594613
169,7.324390
170,7.537498
171,7.750607
172,7.748514
173,7.746422
174,7.680747
175,7.615071
176,7.450769
177,7.286467
178,6.889366
179,6.492264
180,6.100729
181,5.709194
182,5.699166
183,5.689137
184,5.633490
185,5.577844
186,5.644877
187,5.711910
188,5.582284
189,5.452658
190,5.316070
191,5.179482
192,5.130864
193,5.082246
194,4.992045
195,4.901845
196,4.859649
197,4.817453
198,4.771729
199,4.726005
200,4.594722
201,4.463439
202,4.322297
203,4.181156
204,4.367383
205,4.553610
206,4.637127
207,4.720644
208,5.590918
209,6.461193
210,7.202551
211,7.943909
212,8.046139
213,8.148369
214,8.188551
215,8.228734
216,7.983108
217,7.737481
218,7.995194
219,8.252907
220,8.266525
221,8.280144
222,8.276262
223,8.272380
224,8.170885
225,8.069390
226,7.588887
227,7.108384
228,6.546037
229,5.983691
230,5.941480
231,5.899269
232,5.853586
233,5.807904
234,5.866409
235,5.924913
236,5.781204
237,5.637494
238,5.491572
239,5.345650
240,5.241811
241,5.137971
242,5.009951
243,4.881930
244,4.790231
245,4.698532
246,4.583397
247,4.468261
248,4.435505
249,4.402748
250,4.359771
251,4.316793
252,4.399622
253,4.482451
254,4.726950
255,4.971449
256,5.191972
257,5.412495
258,5.773263
259,6.134031
260,6.245662
261,6.357294
262,6.446239
263,6.535184
264,6.620825
265,6.706466
266,6.631596
267,6.556726
268,6.595529
269,6.634332
270,6.565824
271,6.497316
272,6.480664
273,6.464011
274,6.440678
275,6.417345
276,6.345797
277,6.274248
278,6.148962
279,6.023676
280,5.805952
281,5.588229
282,5.575974
283,5.563720
284,5.433196
285,5.302672
286,5.128312
287,4.953951
288,5.119426
289,5.284902
290,5.158364
291,5.031826
292,4.951221
293,4.870617
294,4.755616
295,4.640615
296,4.599287
297,4.557959
298,4.504019
299,4.450078
300,4.523582
301,4.597085
302,4.823133
303,5.049181
304,5.253838
305,5.458496
306,5.807785
307,6.157073
308,6.273032
309,6.388990
310,6.488869
311,6.588748
312,6.681913
313,6.775078
314,6.700705
315,6.626331
316,6.672539
317,6.718747
318,6.667341
319,6.615934
320,6.597201
321,6.578468
322,6.524086
323,6.469704
324,6.394752
325,6.319799
326,6.187865
327,6.055930
328,5.831222
329,5.606514
330,5.591691
331,5.576868
332,5.441299
333,5.305731
334,5.129390
335,4.953050
