1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.035714
17,0.115608
18,0.247932
19,0.121494
20,0.424842
21,0.466575
22,0.634373
23,0.707276
24,0.729627
25,0.575103
26,0.989309
27,0.319424
28,0.860999
29,0.922335
30,0.540075
31,0.688179
32,0.199376
33,0.633307
34,0.179084
35,0.125321
36,0.086775
37,0.053153
38,0.031961
39,0.022756
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.038285
65,0.103078
66,0.208649
67,0.253702
68,0.423804
69,0.435007
70,0.381846
71,0.642917
72,0.177385
73,0.176292
74,0.302613
75,0.398000
76,0.057142
77,0.234239
78,0.146507
79,0.076403
80,0.060990
81,0.109295
82,0.087889
83,0.080788
84,0.123839
85,0.142819
86,0.061865
87,0.013549
88,0.000000
89,0.000000
90,0.000000
91,0.000000
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.000000
97,0.000000
98,0.000000
99,0.000000
100,0.000000
101,0.000000
102,0.000000
103,0.000000
104,0.000000
105,0.000000
106,0.000000
107,0.000000
108,0.000000
109,0.000000
110,0.000000
111,0.000000
112,0.030870
113,0.090751
114,0.157834
115,0.252386
116,0.331076
117,0.380054
118,0.574902
119,0.742510
120,0.312190
121,0.719794
122,0.926715
123,0.405522
124,0.853224
125,0.890967
126,0.525942
127,0.563393
128,0.736377
129,0.360639
130,0.550152
131,0.404665
132,0.255713
133,0.150855
134,0.062300
135,0.015514
136,0.000000
137,0.000000
138,0.000000
139,0.000000
140,0.000000
141,0.000000
142,0.000000
143,0.000000
144,0.000000
145,0.000000
146,0.000000
147,0.000000
148,0.000000
149,0.000000
150,0.000000
151,0.000000
152,0.000000
153,0.000000
154,0.000000
155,0.000000
156,0.000000
157,0.000000
158,0.000000
159,0.000000
160,0.027943
161,0.091317
162,0.110175
163,0.258362
164,0.411316
165,0.270429
166,0.085897
167,0.201859
168,0.248814
169,0.188260
170,0.136237
171,0.199940
172,0.521531
173,0.166998
174,0.091326
175,0.081332
176,0.080269
177,0.117834
178,0.166684
179,0.172260
180,0.165474
181,0.151556
182,0.036857
183,0.012305
184,0.000000
185,0.000000
186,0.000000
187,0.000000
188,0.000000
189,0.000000
190,0.000000
191,0.000000
192,0.000000
193,0.000000
194,0.000000
195,0.000000
196,0.000000
197,0.000000
198,0.000000
199,0.000000
200,0.000000
201,0.000000
202,0.000000
203,0.000000
204,0.000000
205,0.000000
206,0.000000
207,0.000000
208,0.008499
209,0.032456
210,0.061888
211,0.079125
212,0.066689
213,0.094250
214,0.195881
215,0.292969
216,0.334588
217,0.474587
218,0.502735
219,0.662795
220,0.587153
221,0.523619
222,0.434102
223,0.506860
224,0.212425
225,0.143055
226,0.264113
227,0.236616
228,0.166820
229,0.073192
230,0.043882
231,0.009454
232,0.000000
233,0.000000
234,0.000000
235,0.000000
236,0.000000
237,0.000000
238,0.000000
239,0.000000
240,0.000000
241,0.000000
242,0.000000
243,0.000000
244,0.000000
245,0.000000
246,0.000000
247,0.000000
248,0.000000
249,0.000000
250,0.000000
251,0.000000
252,0.000000
253,0.000000
254,0.000000
255,0.000000
256,0.026423
257,0.112715
258,0.139044
259,0.266348
260,0.235409
261,0.574134
262,0.629534
263,0.557141
264,0.778829
265,0.884108
266,0.886166
267,0.955721
268,0.760102
269,0.931655
270,0.908381
271,0.851925
272,0.749739
273,0.786622
274,0.308818
275,0.207611
276,0.267275
277,0.106905
278,0.039440
279,0.009532
280,0.000000
281,0.000000
282,0.000000
283,0.000000
284,0.000000
285,0.000000
286,0.000000
287,0.000000
288,0.000000
289,0.000000
290,0.000000
291,0.000000
292,0.000000
293,0.000000
294,0.000000
295,0.000000
296,0.000000
297,0.000000
298,0.000000
299,0.000000
300,0.000000
301,0.000000
302,0.000000
303,0.000000
304,0.032089
305,0.121362
306,0.234765
307,0.363822
308,0.453954
309,0.400581
310,0.687085
311,0.493018
312,0.853820
313,0.726154
314,0.966953
315,0.275412
316,0.942345
317,0.862586
318,0.905730
319,0.438425
320,0.700555
321,0.239226
322,0.615684
323,0.394693
324,0.207926
325,0.033877
326,0.023078
327,0.009060
328,0.000000
329,0.000000
330,0.000000
331,0.000000
332,0.000000
333,0.000000
334,0.000000
335,0.000000
336,0.000000
